Date,Region,Product ID,Product Name,Category,Supplier,Warehouse,Order Status,Units Sold,Inventory Level,Transportation Cost,Order Accuracy,Lead Time (Days),Backorder,Average Inventory,Warehouse Capacity,COGS
2025-08-31,East,P07974,General Product,Accessories,Supplier D,Warehouse 3,Canceled,901.0,4611.0,10337.78,True,2.0,False,3436.0,5154,60653.2
2026-01-28,North,P07023,Desk,Furniture,Supplier C,Warehouse 1,Fulfilled,409.0,2158.0,13531.14,True,29.0,False,2798.0,8321,37081.61
2025-10-21,East,P04372,Conference Table,Furniture,Supplier C,Warehouse 1,Fulfilled,312.0,3251.0,8152.59,True,11.0,False,2447.0,9807,27319.78
2025-06-21,South,P09161,General Product,Accessories,Supplier B,Warehouse 1,Fulfilled,196.0,3349.0,5022.97,True,22.0,False,1765.0,9741,13114.46
2025-08-08,West,P00804,General Product,Accessories,Supplier B, Warehouse 1 ,Fulfilled,110.0,602.0,7571.84,True,25.0,True,1727.0,7183,6683.56
2026-03-18,East,P00341,Formal Shirt,Clothing,supplier d,Warehouse 2,Fulfilled,435.0,892.0,11912.45,False,16.0,False,1358.0,8473,50177.09
2026-07-19,North,P05839,General Product,Accessories,Supplier C,Warehouse 2,Pending,206.0,5225.0,11851.14,True,,False,4292.0,5447,6453.24
2025-03-21,West,P02798,Formal Shirt,Clothing,Supplier B,Warehouse 1,Fulfilled,869.0,588.0,6501.38,True,4.0,False,1321.0,8490,41308.23
2025-01-31,East,P02358,Desk,Furniture,Supplier C,Warehouse 3,Pending,1078.0,3262.0,5221.48,True,25.0,False,2766.0,9596,94380.01
2025-12-04,West,P06025,Laptop,Electronics,supplier d,Warehouse 1,Canceled,1115.0,5298.0,8668.25,True,30.0,False,4808.0,8595,48299.18
2025-03-21,North,P04896,Sneakers,Clothing,Supplier D,Warehouse 3,Fulfilled,337.0,418.0,10187.15,True,1.0,False,1046.0,6638,26529.93
2026-07-11,North,P01046,General Product, Accessories ,Supplier C,Warehouse 2,Pending,984.0,3388.0,10642.85,True,14.0,False,2998.0,5594,81755.12
2025-06-29,South,P00609,Mouse,Electronics,Supplier D,Warehouse 1,Fulfilled,861.0,3880.0,10387.74,True,1.0,False,3239.0,8768,99778.68
2026-04-10,North,P09978,Jeans,Clothing,Supplier A,Warehouse 1,Fulfilled,823.0,1299.0,3373.68,True,11.0,False,1602.0,6452,81671.31
2025-03-08,South,P07465,General Product,Accessories,Supplier A,Warehouse 3,Pending,238.0,3439.0,7771.33,False,20.0,False,3397.0,5941,24268.81
2025-11-16,South,P02553,T-Shirt,clothing,Supplier B,Warehouse 3,Pending,858.0,2242.0,15569.04,True,32.0,False,1551.0,5642,59690.76
2025-04-22,West,P08870,General Product,Accessories,Supplier B,Warehouse 3,Fulfilled,1071.0,382.0,3285.86,True,8.0,False,493.0,6834,29051.77
2025-08-04,North,P00922,Conference Table,Furniture,Supplier C,Warehouse 1,Pending,107.0,1519.0,14407.34,True,20.0,False,2198.0,8821,9967.71
2026-01-23,West,P07515,Laptop,Electronics,Supplier B,Warehouse 1,Pending,860.0,4123.0,6618.74,True,4.0,True,2008.0,7770,88497.1
2025-05-23,East,P09553,Filing Cabinet,Furniture,Supplier A,Warehouse 1,Fulfilled,572.0,1889.0,5898.53,True,6.0,False,3914.0,5683,35282.21
2025-01-26,South,P00225,Mouse,Electronics,Supplier C,Warehouse 1,Fulfilled,737.0,1544.0,13306.14,False,16.0,False,2398.0,6229,16630.25
2025-10-11,East,P09430,General Product,Accessories,Supplier B,Warehouse 2,Fulfilled,526.0,325.0,12974.71,True,27.0,False,2488.0,9854,47933.72
2026-06-26,South,P01163,Desk,Furniture,Supplier D,Warehouse 1,Pending,858.0,1303.0,7733.33,True,20.0,False,1808.0,5711,82524.42
2025-03-28,South,P07860,Smartphone,Electronics,Supplier D,warehouse 3,Pending,386.0,5179.0,13173.63,True,3.0,False,4485.0,6791,43743.75
2026-07-12,East,P09742,Laptop,Electronics,Supplier B,Warehouse 1,Fulfilled,1051.0,1428.0,8299.4,True,36.0,False,1110.0,6172,101648.92
2025-01-16,West,P06846,General Product,Accessories,Supplier B,Warehouse 2,Canceled,766.0,398.0,10827.88,True,11.0,False,1285.0,7610,52464.51
2025-05-09,North,P00786,T-Shirt,Clothing, Supplier C ,Warehouse 2,Fulfilled,766.0,487.0,10455.95,True,15.0,False,778.0,8885,41664.31
2026-05-13,West,P05928,Bookshelf,Furniture,Supplier D,Warehouse 2,Pending,313.0,1733.0,921.06,,14.0,False,2572.0,5202,22763.22
2026-01-11,East,P09273,General Product,Accessories,Supplier D,Warehouse 1,Pending,691.0,1730.0,1274.8,True,6.0,False,2652.0,8088,40202.08
2025-10-22,North,P01529,Bookshelf,furniture,Supplier D,Warehouse 2,Pending,1009.0,2573.0,10552.81,True,9.0,False,2522.0,5851,113977.05
2025-11-20,South,P06636,General Product,Accessories,Supplier D,Warehouse 3,Fulfilled,821.0,1605.0,6396.4,True,16.0,False,1951.0,7519,46401.91
2025-05-19,North,P09944,Laptop,Electronics,Supplier B,Warehouse 2,Fulfilled,169.0,3686.0,11186.13,True,14.0,False,4386.0,7425,15519.27
2026-02-11,East,P00425,Bookshelf,Furniture,Supplier A,Warehouse 1,Fulfilled,722.0,3122.0,11057.4,True,4.0,False,1939.0,9035,84432.95
2025-01-08,North,P06119,General Product,Accessories,Supplier C,Warehouse 2,Pending,267.0,5509.0,16016.69,True,19.0,False,3074.0,5570,7147.97
2026-02-25,East,P06360,T-Shirt,Clothing,Supplier D,Warehouse 1,Fulfilled,439.0,2523.0,9073.31,True,10.0,False,1875.0,8400,22811.19
2025-02-24,North,P01370,Office Chair,Furniture,Supplier B,Warehouse 1,Pending,723.0,3106.0,7211.43,True,18.0,True,3097.0,5936,83509.74
2025-09-25,South,P09646,General Product,Accessories,Supplier D,Warehouse 3,Fulfilled,113.0,2339.0,2324.28,True,9.0,False,3059.0,6393,11141.54
2026-08-25,West,P01554,Filing Cabinet,Furniture,Supplier C,Warehouse 2,Canceled,855.0,740.0,6736.61,True,5.0,False,758.0,7247,34461.87
2025-07-13,East,P04543,General Product,Accessories,supplier a,Warehouse 1,Pending,741.0,3800.0,12656.11,True,30.0,False,4792.0,9787,35110.74
16/09/2025,West,P02210,Bookshelf,Furniture,Supplier C,Warehouse 3,Pending,128.0,4198.0,4291.96,True,24.0,False,3709.0,5554,12750.42
2026-06-29,East,P00644,T-Shirt,Clothing,Supplier D,Warehouse 1,Canceled,874.0,2167.0,16564.87,True,6.0,True,2816.0,6204,56259.15
2025-11-16,North,P03634,Smartphone,Electronics,Supplier B,Warehouse 2,Fulfilled,381.0,5119.0,7401.73,True,13.0,False,2802.0,6711,12678.44
2025-04-02,North,P00851,General Product,Accessories,Supplier C,Warehouse 2,Fulfilled,919.0,5588.0,10983.12,True,21.0,False,2589.0,5828,44269.84
2025-02-03,North,P03826,Tablet,Electronics,Supplier C,Warehouse 2,Fulfilled,113.0,2058.0,5773.95,True,8.0,False,3377.0,8811,9883.49
2026-07-15,North,P04254,Tablet,Electronics,Supplier C,Warehouse 3, Fulfilled ,630.0,4941.0,737.67,True,12.0,False,2804.0,6338,42561.74
2025-10-11,North,P04772,General Product,Accessories,Supplier C,Warehouse 1,Fulfilled,367.0,5225.0,12580.67,True,20.0,False,2735.0,6267,32467.71
2025-11-18,South,P08143,Formal Shirt,Clothing,Supplier B, Warehouse 1 ,Fulfilled,433.0,3316.0,9801.58,True,6.0,False,2489.0,5439,26936.64
2026-07-27,West,P07289,General Product,Accessories,Supplier B,Warehouse 1,Fulfilled,791.0,4757.0,1644.92,True,16.0,False,2991.0,6813,78218.5
2026-07-31,South,P07615,General Product,Accessories,Supplier B,Warehouse 3,Fulfilled,616.0,3873.0,2571.63,True,21.0,False,2950.0,9748,57214.61
2026-02-03,North,P08202,General Product,Accessories,Supplier D,Warehouse 1,Fulfilled,395.0,818.0,8481.0,True,16.0,False,1476.0,9193,8338.68
28/02/2025,North,P02755,Laptop,Electronics,Supplier D,Warehouse 2,Fulfilled,301.0,3618.0,17153.73,True,23.0,False,3285.0,7685,10780.79
2025-12-21,West,P01476,General Product,Accessories,Supplier A,Warehouse 2,Pending,705.0,4238.0,8445.68,False,15.0,False,4302.0,5107,49675.96
2025-05-19,north,P01701,Office Chair,Furniture,Supplier B,,Fulfilled,210.0,4284.0,13686.3,True,14.0,False,3727.0,8300,23992.53
2026-04-11,North,P07001,General Product,Accessories,Supplier C,Warehouse 2,Fulfilled,741.0,1141.0,3529.69,True,17.0,False,647.0,5386,85108.78
2026-01-02,South,P00078,Sneakers,Clothing,Supplier B,Warehouse 2,Fulfilled,508.0,2115.0,5265.73,True,21.0,False,3649.0,8709,40868.71
2025-09-30,East,P02079,General Product,Accessories,Supplier A,Warehouse 3,Fulfilled,842.0,3238.0,7102.87,True,4.0,False,3241.0,8356,73804.43
2025-04-05,West,P02760,Jacket,Clothing,Supplier A,Warehouse 1,Fulfilled,682.0,5230.0,8490.26,False,22.0,False,3269.0,5998,13856.13
2026-08-24,West,P09057,General Product,Accessories,Supplier D,Warehouse 2,Fulfilled,269.0,5491.0,1422.43,True,17.0,False,2486.0,8231,30899.41
2026-07-11,west,P01256,Mouse,Electronics,Supplier B,Warehouse 3,Fulfilled,515.0,2258.0,12195.54,True,8.0,False,,8302,54029.26
2026-07-04,East,P04065,Mouse, Electronics ,Supplier D, Warehouse 3 , Fulfilled ,564.0,1739.0,16060.97,True,26.0,False,3048.0,6117,42264.95
2026-03-30,South,P06425,T-Shirt,Clothing,Supplier B,Warehouse 2,Fulfilled,835.0,3026.0,5351.66,True,12.0,True,3357.0,6754,72425.75
2025-10-05,North,P07688,Monitor,Electronics,Supplier D,Warehouse 3,Pending,514.0,150.0,16846.75,True,32.0,False,595.0,5604,14610.93
2025-06-25,West,P01082,Desk,Furniture,Supplier B,Warehouse 3,Fulfilled,466.0,5078.0,14813.93,False,24.0,False,3741.0,9073,47750.54
2025-08-12,North,P07689,Monitor,Electronics,Supplier A,Warehouse 3,Fulfilled,780.0,1065.0,6239.99,True,14.0,False,884.0,5188,23457.22
2025-07-19,South,P05016,Sneakers,Clothing,Supplier B,Warehouse 3,Fulfilled,314.0,3277.0,3206.88,True,28.0,False,4541.0,8378,6954.41
2026-02-01,East,P03762,General Product,accessories,Supplier A,warehouse 2, Fulfilled ,715.0,4552.0,2415.33,True,3.0,False,4639.0,9508,48482.17
2026-04-08,East,P07683,Tablet,Electronics,Supplier A,Warehouse 3,Fulfilled,577.0,1031.0,9285.91,True,3.0,False,1749.0,8977,33668.66
2025-05-12,East,P03351,Conference Table,Furniture,Supplier A,Warehouse 2,Pending,761.0,141.0,12107.23,True,8.0,False,2014.0,7420,34724.27
2025-12-22,north,P01170,Mouse,Electronics,Supplier A,Warehouse 1,Fulfilled,1035.0,3391.0,13136.06,True,10.0,False,1795.0,8088,43776.66
2025-03-15,West,P07108,Filing Cabinet,Furniture,Supplier B,Warehouse 1,Pending,386.0,5744.0,2241.31,True,12.0,False,4525.0,5906,18190.46
2026-04-09,East,P05105,Conference Table,Furniture,Supplier C,Warehouse 1,Fulfilled,787.0,1955.0,8430.69,True,1.0,False,2362.0,6555,34971.58
2025-06-16,South,P01405,Monitor,Electronics,Supplier D,warehouse 2,Fulfilled,505.0,2669.0,759.34,True,3.0,False,2691.0,9695,41874.7
2025-08-09,East,P09489,General Product,Accessories,Supplier C,Warehouse 1,Fulfilled,963.0,1440.0,13805.19,True,22.0,False,1045.0,5528,108035.89
2025-07-05,North,P07156,Formal Shirt,Clothing,Supplier D,warehouse 3,Pending,464.0,1240.0,8295.5,True,11.0,True,1987.0,8728,52683.86
2026-02-21,South,P01421,General Product,Accessories,Supplier C,Warehouse 3,Fulfilled,448.0,2496.0,15687.04,False,22.0,False,3900.0,9819,43446.73
2025-05-01,East,P02373,Formal Shirt,Clothing,Supplier D,Warehouse 3,Fulfilled,205.0,3400.0,9445.88,True,19.0,True,4014.0,8186,23882.21
2026-06-04,West,P01632,Conference Table,Furniture,Supplier D,Warehouse 2,Fulfilled,982.0,1484.0,,True,8.0,False,891.0,7165,24667.08
2026-07-26,North,P09586,Monitor, Electronics ,Supplier A,Warehouse 3,Fulfilled,825.0,3512.0,2959.78,True,12.0,False,2878.0,7585,77903.05
2025-12-26,East,P07391,General Product,Accessories,Supplier C,Warehouse 3,Fulfilled,498.0,1232.0,13596.89,True,3.0,False,761.0,7226,56862.9
2026-05-18,East,P02235,General Product,Accessories,Supplier A,Warehouse 2,Fulfilled,741.0,5556.0,2757.73,True,3.0,False,4668.0,9508,32103.24
2025-10-20,East,P09289,General Product,Accessories,Supplier B,Warehouse 3,Fulfilled,675.0,353.0,8962.2,True,18.0,False,2083.0,9462,49484.66
2026-04-17,West,P05988,Jacket,Clothing,Supplier A,Warehouse 1,Pending,190.0,2459.0,4410.97,True,24.0,False,3765.0,7019,12058.31
2026-04-10,South,P04350,Jacket,Clothing,Supplier D,Warehouse 1,Pending,1033.0,3919.0,12395.37,True,32.0,False,4312.0,5544,93737.72
2026-01-18,North,P01800,Sneakers,clothing,Supplier B,Warehouse 3,Fulfilled,201.0,4969.0,14715.78,True,14.0,False,2503.0,8478,20345.63
2025-06-19,West,P08525,Bookshelf,Furniture,Supplier C,Warehouse 1,Fulfilled,198.0,4434.0,4734.25,True,19.0,False,2291.0,5239,4893.9
2026-06-04,West,P04808,T-Shirt,Clothing,Supplier B,Warehouse 1,Fulfilled,1014.0,524.0,5876.21,True,6.0,False,1359.0,8490,114797.97
2026-03-17,South,P07881,Monitor,Electronics,Supplier B,Warehouse 3,Pending,575.0,882.0,8304.37,True,10.0,False,1888.0,6883,19077.79
2025-04-22,West,P06521,Office Chair,furniture,Supplier C,Warehouse 3,Pending,166.0,4412.0,4018.95,True,30.0,False,3500.0,5554,11709.73
2025-05-29,West,P06797,Filing Cabinet,Furniture,Supplier A,Warehouse 2,Fulfilled,348.0,689.0,7195.47,False,11.0,False,377.0,9874,25186.89
2026-02-04,North,P01463,T-Shirt,Clothing,Supplier C,Warehouse 2,Fulfilled,950.0,612.0,9101.14,True,12.0,False,916.0,8885,33828.5
2025-08-27,North,P09912,Desk,Furniture,Supplier B,Warehouse 3,Fulfilled,579.0,1804.0,8946.4,True,1.0,False,1216.0,8111,25724.78
2025-04-05,South,P06679,Formal Shirt,Clothing,Supplier B,Warehouse 1,Fulfilled,491.0,5759.0,4104.39,True,2.0,False,5183.0,7720,13614.76
2025-12-03,North,P03164,Jeans,Clothing,Supplier B,Warehouse 2,Fulfilled,699.0,4612.0,584.77,True,10.0,False,3952.0,7709,79666.38
2025-03-09,West,P06243,Filing Cabinet,Furniture,Supplier C,Warehouse 1,Fulfilled,804.0,1057.0,11903.68,False,7.0,True,1890.0,7703,34867.27
2026-07-10,West,P08255,Jacket,Clothing,Supplier A,Warehouse 3,Fulfilled,674.0,378.0,10303.26,True,9.0,False,667.0,6886,60600.38
2025-11-10,South,P03292,General Product,Accessories,Supplier C,Warehouse 1,Fulfilled,434.0,3862.0,2330.45,True,26.0,False,2309.0,7364,32831.87
2026-03-01,South,P03195,Tablet,Electronics,Supplier D,Warehouse 1,Canceled,226.0,2572.0,1952.89,True,4.0,False,1828.0,5734,12017.82
2026-02-19,North,P03280,Desk,Furniture,Supplier D,Warehouse 3,Fulfilled,1139.0,1705.0,552.64,True,24.0,True,2144.0,8544,57846.98
2026-01-16,West,P03173,Laptop,Electronics,Supplier B,Warehouse 1,Fulfilled,888.0,1794.0,762.79,True,4.0,False,2094.0,7068,29110.28
2025-10-17,North,P03846,Laptop,Electronics,Supplier A,Warehouse 3, Canceled ,1099.0,3872.0,1361.23,True,20.0,False,3549.0,6192,68522.43
2025/09/30,West,P08185,General Product,Accessories,Supplier A, Warehouse 1 ,Pending,629.0,1352.0,8220.03,True,9.0,False,2349.0,6468,19227.87
2026-01-06,West,P03651,Jacket,Clothing, Supplier D ,Warehouse 1,Fulfilled,657.0,2210.0,13012.56,True,24.0,False,2569.0,6368,43879.21
2025-07-15,West,P04739,General Product,Accessories,Supplier A,Warehouse 2,Canceled,427.0,1848.0,6182.01,True,45.0,False,1935.0,5050,14402.03
2025-11-29,South,P02177,Keyboard,Electronics,Supplier D,Warehouse 3,Fulfilled,345.0,756.0,8832.0,True,21.0,False,733.0,9069,14774.36
2025-12-11,South,P05493,Formal Shirt,Clothing,Supplier B,Warehouse 3,Fulfilled,704.0,1890.0,8409.65,True,23.0,False,3774.0,6937,74478.96
2025-06-17,East,P03831,Tablet,Electronics,Supplier B,Warehouse 1,Fulfilled,657.0,1712.0,9928.58,True,36.0,False,1172.0,6172,60650.38
2025-04-17,West,P08331,Conference Table,Furniture,Supplier C,Warehouse 3,Fulfilled,276.0,4840.0,1297.98,True,21.0,False,4941.0,7562,10638.5
2025-07-22,North,P02013,Desk,Furniture,supplier b,Warehouse 3,Fulfilled,201.0,3977.0,13534.49,True,14.0,False,3513.0,8300,23568.57
2026-07-11,East,P03079,General Product,Accessories,Supplier A,Warehouse 2,Fulfilled,220.0,2152.0,12437.2,True,26.0,False,1358.0,9063,20317.52
2026-06-10,West,P05410,General Product,Accessories,Supplier D,Warehouse 1,Pending,904.0,4263.0,14663.75,True,19.0,False,3802.0,8693,92332.7
2025-02-01,North,P08479,Monitor, Electronics ,Supplier B,Warehouse 2,Fulfilled,103.0,2547.0,13487.85,True,26.0,False,1782.0,7563,4974.44
2025-07-02,East,P05131,Office Chair,Furniture,Supplier D,Warehouse 1,Fulfilled,673.0,2707.0,12967.1,True,23.0,True,1355.0,8444,18440.48
2026-01-04,North,P05539,General Product,Accessories,Supplier B,Warehouse 2,Fulfilled,104.0,1030.0,2179.01,True,17.0,False,2561.0,5246,11168.82
2025-01-27,North,P04479,Conference Table, Furniture ,Supplier D,Warehouse 3,Unknown,638.0,305.0,11926.17,True,14.0,False,1284.0,6683,57424.21
2025-04-26,West,P05078,Filing Cabinet,Furniture,Supplier C,Warehouse 2,Canceled,789.0,683.0,7932.74,True,5.0,False,825.0,7247,61440.35
2025-02-21,West,P06829,Sneakers,Clothing,Supplier C,Warehouse 1,Fulfilled,771.0,2568.0,8814.98,True,5.0,False,1337.0,7664,41824.01
2025-04-12,South,P04826,Sneakers,Clothing, Supplier D ,Warehouse 3,Fulfilled,175.0,4103.0,12061.39,True,26.0,False,4197.0,5295,3693.15
2025-04-03,West,P07613,Conference Table,Furniture,Supplier B,Warehouse 2,Fulfilled,639.0,3287.0,1084.27,True,27.0,True,2050.0,9607,34588.46
2026-07-06,North,P09851,General Product,Accessories,Supplier A,Warehouse 1,Canceled,880.0,1324.0,8259.71,True,31.0,False,1637.0,5061,80740.26
2026-05-14,West,P02619,Keyboard,Electronics,Supplier C,Warehouse 3,Fulfilled,472.0,2800.0,4016.58,True,7.0,False,4002.0,5411,21224.06
2026-07-31,North,P02997,General Product,Accessories,Supplier D,Warehouse 3,Fulfilled,771.0,3355.0,3146.46,True,25.0,True,2605.0,9369,
2026-02-21,South,P09590,Conference Table,Furniture,Supplier D,Warehouse 2,Fulfilled,121.0,817.0,502.48,True,28.0,False,1461.0,9416,3762.62
2025-09-10,South,P04876,Formal Shirt,Clothing,Supplier A,Warehouse 3,Fulfilled,727.0,1074.0,11871.96,True,11.0,False,2428.0,7157,59894.18
2025-01-29,North,P07523,Jeans,Clothing,Supplier B,Warehouse 3,Canceled,672.0,3885.0,14582.82,True,22.0,False,3602.0,8832,22345.0
2026-08-15,West,P04828,T-Shirt,Clothing,Supplier B,Warehouse 2,Pending,377.0,2077.0,14044.67,True,16.0,False,1772.0,7630,44939.92
2025-10-20,North,P02857,General Product,Accessories,Supplier A,Warehouse 1,Fulfilled,613.0,1346.0,14481.24,True,33.0,False,1073.0,5639,62651.84
2025-09-12,North,P01346,Jeans,Clothing,Supplier B,Warehouse 2,Fulfilled,472.0,4968.0,14442.69,True,5.0,False,2128.0,8231,56500.44
2026-08-23,North,P02904,Smartphone,Electronics,Supplier C,Warehouse 3,Fulfilled,674.0,5201.0,11939.68,True,7.0,False,4431.0,6594,35940.26
2025-08-29,North,P05938,Tablet,Electronics,Supplier A,Warehouse 2, Fulfilled ,225.0,4106.0,12521.15,True,26.0,True,2223.0,8962,18391.1
2025-04-14,North,P01269,Tablet,Electronics,Suppplier A,Warehouse 3,Fulfilled,458.0,4350.0,1290.97,True,25.0,False,2833.0,7201,13928.77
2025-08-29,South,P06234,Sneakers,Clothing,Supplier B,Warehouse 3,Fulfilled,1076.0,1105.0,1210.78,True,20.0,False,1975.0,8281,114083.87
2026-03-15,South,P04088,T-Shirt,Clothing,Supplier A,Warehouse 3,Fulfilled,610.0,1556.0,11705.84,True,8.0,False,1976.0,7157,63474.11
2026-02-05,South,P03389,Jacket,Clothing,Supplier B,Warehouse 3,Pending,672.0,3557.0,9946.46,False,4.0,False,3540.0,8573,76288.59
2026-01-10,East,P04419,Mouse,Electronics,Supplier B,Warehouse 2,Fulfilled,783.0,1917.0,6085.1,True,19.0,False,2868.0,9664,61329.88
2025-10-16,South,P04309,Keyboard,Electronics,Supplier D,Warehouse 2,Pending,912.0,3355.0,6302.9,False,23.0,False,2765.0,8735,36453.96
2026-06-28,South,P06676,General Product,Accessories,Supplier D,Warehouse 3,Fulfilled,439.0,2098.0,857.64,True,31.0,False,1587.0,8280,43295.74
2025-05-01,East,P00585,Filing Cabinet,Furniture,Supplier A,Warehouse 3,Fulfilled,410.0,3351.0,7067.54,True,20.0,False,3470.0,5133,16146.11
2025-10-06,west,P09238,Smartphone,Electronics,Supplier B,Warehouse 2,Fulfilled,360.0,5152.0,4162.55,True,16.0,False,3611.0,8606,35760.75
2026-07-16,North,P09708,Formal Shirt,Clothing,Supplier B,Warehouse 3,Canceled,767.0,5262.0,13014.47,True,21.0,False,3488.0,8832,63968.2
2025-09-14,South,P07423,Bookshelf,Furniture,Supplier D,Warehouse 1,Pending,891.0,2740.0,5664.78,True,21.0,False,3229.0,7827,49261.05
2025-04-01,South,P04393,General Product,Accessories,Supplier C,Warehouse 2,Fulfilled,74.0,917.0,2836.36,True,10.0,False,1999.0,5706,7997.95
2025-03-24,North,P00777,Conference Table,Furniture,Supplier A,Warehouse 1,Fulfilled,87.0,1264.0,8593.94,True,3.0,False,1395.0,5092,7414.88
2025-03-20,West,P08451,Jacket,Clothing,Supplier A,Warehouse 2,Pending,699.0,3222.0,6672.26,True,30.0,True,4514.0,9580,34005.73
2026-04-25,West,P00539,Jacket,Clothing,Supplier D,Warehouse 2,Fulfilled,682.0,2020.0,3284.46,True,35.0,False,987.0,8467,55435.12
2025-02-25,South,P00606,Keyboard,Electronics,supplier a,Warehouse 1,Fulfilled,689.0,1389.0,4223.54,True,19.0,False,1591.0,9165,82086.62
2025-12-14,West,P00571,Jacket,Clothing,Supplier D,Warehouse 1,Fulfilled,848.0,1263.0,5076.27,True,4.0,False,2500.0,7028,53142.96
2025-01-23,West,P08243,Tablet,Electronics,Supplier D,Warehouse 1,Fulfilled,214.0,4556.0,16699.9,True,5.0,False,4728.0,8741,24442.34
2025-06-24,South,P04850,Jacket,Clothing,Supplier B,Warehouse 3,Fulfilled,512.0,4436.0,11570.4,True,12.0,True,3251.0,7649,27436.0
2026-05-19,North,P04182,Smartphone,electronics,Supplier A,Warehouse 2,Fulfilled,439.0,5651.0,6137.02,False,12.0,False,3410.0,8843,17284.44
2026-01-01,South,P04489,Bookshelf,Furniture,Supplier C,warehouse 3,Canceled,430.0,1746.0,8677.86,True,4.0,False,3064.0,8019,49422.93
2025-11-22,South,P05273,General Product,Accessories,Supplier A,Warehouse 3,Pending,198.0,3545.0,7978.97,False,16.0,False,3793.0,5941,15318.8
2026/06/12,North,P02004,Office Chair,Furniture,Supplier A,Warehouse 2,Fulfilled,990.0,3872.0,13297.5,True,22.0,False,2718.0,6275,113841.78
2026-01-14,West,P00526,Mouse,Electronics,Supplier B,Warehouse 2,Canceled,472.0,3656.0,4850.26,False,27.0,False,2261.0,8226,19902.59
2026-07-17,East,P04499,Jeans,Clothing,Supplier A,Warehouse 3,Pending,530.0,613.0,11480.88,True,15.0,False,3076.0,5215,55451.94
2026-01-06,West,P00410,Sneakers,Clothing,Supplier A,Warehouse 3,Fulfilled,858.0,2436.0,14200.25,True,33.0,False,2752.0,8616,55042.05
2026-06-17,North,P05417,General Product,Accessories,Supplier D,Warehouse 1,Fulfilled,303.0,1058.0,8960.14,True,14.0,False,1474.0,9193,14715.14
2025-10-17, South ,P00767,Mouse,Electronics,Supplier B,Warehouse 1,Canceled,520.0,4161.0,5424.13,False,29.0,False,2744.0,8781,43650.73
2025-03-24,North,P09902,Formal Shirt,Clothing,Supplier B,warehouse 1,Fulfilled,368.0,3797.0,13725.12,True,30.0,False,2175.0,9666,39867.7
2026-04-25,South,P07342,Conference Table,Furniture,Supplier A,Warehouse 2,Fulfilled,496.0,879.0,6832.12,True,6.0,False,2540.0,9754,42400.97
2025-04-22,East,P01798,Jacket,Clothing,Supplier C,Warehouse 2,Fulfilled,244.0,4202.0,7898.4,False,28.0,False,4199.0,8191,24516.41
2025-01-09,South,P04494,T-Shirt,Clothing,Supplier A,Warehouse 1,Fulfilled,102.0,1292.0,7566.63,True,20.0,False,2905.0,8045,5290.53
2025-01-30,West,P06843,Bookshelf,Furniture,Supplier D,Warehouse 1,Fulfilled,701.0,3289.0,8318.63,True,24.0,False,2922.0,8497,51248.89
2026-06-17,West,P03870,Tablet,Electronics,Supplier C,Warehouse 1,Pending,967.0,3112.0,1031.28,True,32.0,False,2402.0,6795,107398.39
2025-12-22,South,P03579,General Product,Accessories,Supplier D,Warehouse 1,Fulfilled,824.0,2056.0,3259.36,True,19.0,True,2633.0,8574,21927.62
2025-05-21,East,P04742,Jeans,Clothing,Supplier B,Warehouse 3,Fulfilled,1118.0,698.0,13141.92,True,2.0,False,1149.0,5564,76778.69
2025-04-24,South,P07717,Mouse,Electronics,Supplier A,Warehouse 1,Fulfilled,754.0,5197.0,605.63,True,4.0,False,2931.0,8753,74078.64
2025-11-05,South,P01974,Jacket,Clothing,Supplier C,Warehouse 2,Fulfilled,989.0,4260.0,3481.91,True,26.0,True,2141.0,6415,93375.2
2025-10-30,North,P04166,Monitor,Electronics,Supplier A,Warehouse 3,Fulfilled,701.0,874.0,5778.26,True,14.0,False,784.0,5188,24450.66
2026-03-21,South,P01208,T-Shirt,Clothing,Supplier A,Warehouse 2,Pending,528.0,3308.0,9344.92,True,4.0,True,4308.0,5951,40289.74
2026-02-06,North,P03952,Laptop,Electronics,Supplier D,Warehouse 1,Fulfilled,285.0,2769.0,7770.22,True,28.0,False,3172.0,7008,20255.68
2025-03-10,East,P02845,General Product,Accessories,Supplier A,Warehouse 1,Fulfilled,326.0,779.0,3473.31,False,1.0,False,1636.0,7140,35375.13
2026-04-08,East,P07789,Formal Shirt,Clothing,Supplier C,Warehouse 1,Canceled,182.0,1244.0,5377.22,True,3.0,False,1593.0,5565,17830.22
2026-05-13,West,P06489,General Product,Accessories,Supplier D,Warehouse 1,Pending,994.0,4141.0,11871.82,True,3.0,False,2185.0,8164,31946.23
2026-08-23,South,P09715,Laptop,Electronics,Supplier D,Warehouse 3,Fulfilled,368.0,925.0,,True,23.0,False,707.0,9069,43493.44
2025-06-24,South,P07212,Jacket,Clothing,Supplier C,Warehouse 3,Pending,898.0,3361.0,7952.7,True,18.0,False,2742.0,5850,34792.24
2025-03-08,South,P06414,Bookshelf,Furniture,Supplier A,Warehouse 3,Fulfilled,243.0,369.0,9710.63,True,13.0,False,2071.0,5388,9111.68
2026-05-03,North,P00293,Jeans,Clothing,Supplier C,Warehouse 1,Fulfilled,689.0,1812.0,5071.34,True,25.0,False,2617.0,9572,26878.92
